Command: /home/jay/Desktop/graduation_project/i2c/./simv -l sim.log
Chronologic VCS simulator copyright 1991-2018
Contains Synopsys proprietary information.
Compiler version O-2018.09-SP2_Full64; Runtime version O-2018.09-SP2_Full64;  Jan 23 11:39 2026
*Verdi* Loading libsscore_vcs201809.so
FSDB Dumper for VCS, Release Verdi_O-2018.09-SP2, Linux x86_64/64bit, 02/21/2019
(C) 1996 - 2019 by Synopsys, Inc.
*Verdi* FSDB WARNING: The FSDB file already exists. Overwriting the FSDB file may crash the programs that are using this file.
*Verdi* : Create FSDB file '/home/jay/Desktop/graduation_project/i2c/i2c_eeprom_test.fsdb'
*Verdi* : Begin traversing the scopes, layer (0).
*Verdi* : Enable +all dumping.
*Verdi* : End of traversing.
Time=0 | CMD_VALID=0 | CMD_RW=0 | BUSY=0 | DONE=0 | ADDR=0x000 | WR_DATA=0x00 | RD_DATA=0x00 | SDA=1 | SCL=1
Time=282235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=1
Time=283235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=0
Time=284235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=1
Time=285235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=0
Time=286235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=1
Time=287235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=0
Time=288235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=1
Time=289235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=1 | SCL=0
Time=289335000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=0
Time=290235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=1
Time=291235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=0
Time=293235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=1
Time=294235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=0
Time=295235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=1
Time=296235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=0
Time=297235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=1
Time=298235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=1 | SCL=0
Time=299235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=1 | SCL=1
Time=300235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=0
Time=301235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=1
Time=302235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=0
Time=303235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=1
Time=304235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=0
Time=305235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=1
Time=306235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=0
Time=307235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=1
Time=308235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=1 | SCL=0
Time=308335000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=0
Time=309235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=1
Time=310235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=0
Time=311235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=1 | SCL=1
Time=312235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=1
Time=313235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=1 | SCL=0
Time=314235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=1 | SCL=1
Time=315235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=0
Time=316235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=1
Time=317235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=1 | SCL=0
Time=318235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=1 | SCL=1
Time=319235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=0
Time=320235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=1
Time=321235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=0
Time=322235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=1
Time=323235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=0
Time=324235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=1
Time=325235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=0
Time=326235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=1
Time=327235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=1 | SCL=0
Time=328235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=1 | SCL=1
Time=329235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=1 | SCL=0
Time=329335000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=0
Time=330235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=1
Time=331235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=0
Time=333235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=1
Time=334235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=0
Time=335235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=1
Time=336235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=0
Time=337235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=1
Time=338235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=0
Time=339235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=1
Time=340235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=0
Time=341235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=1
Time=342235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=0
Time=343235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=1
Time=344235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=0
Time=345235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=1
Time=346235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=0
Time=347235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0x00 | SDA=0 | SCL=1
Time=348235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0x00 | SDA=0 | SCL=0
Time=348335000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0x00 | SDA=x | SCL=0
Time=349235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0x00 | SDA=x | SCL=1
Time=350235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0x00 | SDA=1 | SCL=0
Time=350335000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0x00 | SDA=1 | SCL=0
Time=352235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0x00 | SDA=1 | SCL=1
Time=353235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0x00 | SDA=1 | SCL=0
Time=354235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0x00 | SDA=1 | SCL=1
Time=355235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0x00 | SDA=1 | SCL=0
Time=356235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0x00 | SDA=1 | SCL=1
Time=357235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0x00 | SDA=1 | SCL=0
Time=358235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0x00 | SDA=1 | SCL=1
Time=359235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0x00 | SDA=1 | SCL=0
Time=360235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0x00 | SDA=1 | SCL=1
Time=361235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0x00 | SDA=1 | SCL=0
Time=362235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0x00 | SDA=1 | SCL=1
Time=363235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0x00 | SDA=1 | SCL=0
Time=364235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0x00 | SDA=1 | SCL=1
Time=365235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0x00 | SDA=1 | SCL=0
Time=366235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0x00 | SDA=1 | SCL=1
Time=367235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0x00 | SDA=1 | SCL=0
Time=368235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0x00 | SDA=1 | SCL=1
Time=369235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0x00 | SDA=1 | SCL=0
Time=370235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0x00 | SDA=1 | SCL=1
Time=371235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0x00 | SDA=1 | SCL=0
Time=372235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0x00 | SDA=1 | SCL=1
Time=373235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0x00 | SDA=1 | SCL=0
Time=374235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0x00 | SDA=1 | SCL=1
Time=375235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0x00 | SDA=1 | SCL=0
Time=376235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0x00 | SDA=1 | SCL=1
Time=377235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0x00 | SDA=1 | SCL=0
Time=378235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0x00 | SDA=1 | SCL=1
Time=379235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0x00 | SDA=1 | SCL=0
Time=380235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0x00 | SDA=1 | SCL=1
Time=381235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0x00 | SDA=1 | SCL=0
Time=382235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xff | SDA=1 | SCL=1
Time=383235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xff | SDA=0 | SCL=0
Time=384235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xff | SDA=0 | SCL=1
Time=385235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xff | SDA=1 | SCL=0
Time=387235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xff | SDA=1 | SCL=1
Time=388235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xff | SDA=1 | SCL=0
Time=389235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xff | SDA=1 | SCL=1
Time=390235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xff | SDA=1 | SCL=0
Time=391235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xff | SDA=1 | SCL=1
Time=392235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xff | SDA=1 | SCL=0
Time=393235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xff | SDA=1 | SCL=1
Time=394235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xff | SDA=1 | SCL=0
Time=395235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xff | SDA=1 | SCL=1
Time=396235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xff | SDA=1 | SCL=0
Time=397235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xff | SDA=1 | SCL=1
Time=398235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xff | SDA=1 | SCL=0
Time=399235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xff | SDA=1 | SCL=1
Time=400235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xff | SDA=1 | SCL=0
Time=401235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xff | SDA=1 | SCL=1
Time=402235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xff | SDA=1 | SCL=0
Time=403235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xff | SDA=1 | SCL=1
Time=404235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xff | SDA=1 | SCL=0
Time=405235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xff | SDA=1 | SCL=1
Time=406235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xff | SDA=1 | SCL=0
Time=407235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xff | SDA=1 | SCL=1
Time=408235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xff | SDA=1 | SCL=0
Time=409235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xff | SDA=1 | SCL=1
Time=410235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xff | SDA=1 | SCL=0
Time=411235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xff | SDA=1 | SCL=1
Time=412235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xff | SDA=1 | SCL=0
Time=413235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xff | SDA=1 | SCL=1
Time=414235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xff | SDA=1 | SCL=0
Time=415235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xff | SDA=1 | SCL=1
Time=416235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xff | SDA=1 | SCL=0
Time=417235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xff | SDA=1 | SCL=1
Time=418235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xff | SDA=0 | SCL=0
Time=419235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xff | SDA=0 | SCL=1
Time=420235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xff | SDA=1 | SCL=0
Time=422235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xff | SDA=1 | SCL=1
Time=423235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xff | SDA=1 | SCL=0
Time=424235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xff | SDA=1 | SCL=1
Time=425235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xff | SDA=1 | SCL=0
Time=426235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xff | SDA=1 | SCL=1
Time=427235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xff | SDA=1 | SCL=0
Time=428235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xff | SDA=1 | SCL=1
Time=429235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xff | SDA=1 | SCL=0
Time=430235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xff | SDA=1 | SCL=1
